-4.0,4.0
[-3.55511342],[4.74985856]
[-3.55463492],[4.75073497]
[-3.5541565],[4.75161142]
[-3.55367815],[4.7524879]
[-3.55319987],[4.75336442]
[-3.55272167],[4.75424098]
[-3.55224354],[4.75511757]
[-3.55176549],[4.75599421]
[-3.55128752],[4.75687088]
[-3.55080961],[4.75774758]
[-3.55033179],[4.75862433]
[-3.54985403],[4.75950111]
[-3.54937636],[4.76037793]
[-3.54889875],[4.76125479]
[-3.54842122],[4.76213169]
[-3.54794377],[4.76300862]
[-3.54746639],[4.76388559]
[-3.54698909],[4.76476259]
[-3.54651186],[4.76563964]
[-3.54603471],[4.76651672]
[-3.54555763],[4.76739384]
[-3.54508063],[4.768271]
[-3.5446037],[4.76914819]
[-3.54412685],[4.77002542]
[-3.54365007],[4.77090269]
[-3.54317337],[4.77177999]
[-3.54269674],[4.77265734]
[-3.54222019],[4.77353472]
[-3.54174372],[4.77441213]
[-3.54126732],[4.77528959]
[-3.54079099],[4.77616708]
[-3.54031474],[4.77704461]
[-3.53983856],[4.77792218]
[-3.53936247],[4.77879978]
[-3.53888644],[4.77967742]
[-3.53841049],[4.7805551]
[-3.53793462],[4.78143281]
[-3.53745882],[4.78231056]
[-3.5369831],[4.78318835]
[-3.53650745],[4.78406618]
[-3.53603188],[4.78494404]
[-3.53555639],[4.78582194]
[-3.53508097],[4.78669988]
[-3.53460562],[4.78757785]
[-3.53413036],[4.78845587]
[-3.53365516],[4.78933391]
[-3.53318005],[4.790212]
[-3.532705],[4.79109012]
[-3.53223004],[4.79196828]
[-3.53175515],[4.79284648]
[-3.53128034],[4.79372471]
[-3.5308056],[4.79460298]
[-3.53033094],[4.79548129]
[-3.52985635],[4.79635963]
[-3.52938184],[4.79723801]
[-3.52890741],[4.79811643]
[-3.52843305],[4.79899489]
[-3.52795877],[4.79987338]
[-3.52748456],[4.80075191]
[-3.52701043],[4.80163047]
[-3.52653638],[4.80250907]
[-3.5260624],[4.80338771]
[-3.5255885],[4.80426639]
[-3.52511468],[4.8051451]
[-3.52464093],[4.80602385]
[-3.52416726],[4.80690264]
[-3.52369366],[4.80778146]
[-3.52322014],[4.80866032]
[-3.5227467],[4.80953922]
[-3.52227333],[4.81041815]
[-3.52180004],[4.81129712]
[-3.52132683],[4.81217613]
[-3.52085369],[4.81305517]
[-3.52038063],[4.81393425]
[-3.51990764],[4.81481336]
[-3.51943474],[4.81569252]
[-3.51896191],[4.81657171]
[-3.51848915],[4.81745093]
[-3.51801647],[4.8183302]
[-3.51754387],[4.8192095]
[-3.51707135],[4.82008883]
[-3.5165989],[4.8209682]
[-3.51612653],[4.82184761]
[-3.51565424],[4.82272706]
[-3.51518202],[4.82360654]
[-3.51470988],[4.82448606]
[-3.51423782],[4.82536561]
[-3.51376583],[4.8262452]
[-3.51329392],[4.82712483]
[-3.51282209],[4.8280045]
[-3.51235033],[4.8288842]
[-3.51187866],[4.82976393]
[-3.51140706],[4.83064371]
[-3.51093553],[4.83152352]
[-3.51046409],[4.83240336]
[-3.50999272],[4.83328325]
[-3.50952142],[4.83416316]
[-3.50905021],[4.83504312]
[-3.50857907],[4.83592311]
[-3.50810801],[4.83680314]
[-3.50763703],[4.8376832]
[-3.50716613],[4.8385633]
[-3.5066953],[4.83944344]
[-3.50622455],[4.84032361]
[-3.50575388],[4.84120382]
[-3.50528328],[4.84208407]
[-3.50481276],[4.84296435]
[-3.50434232],[4.84384466]
[-3.50387196],[4.84472502]
[-3.50340168],[4.84560541]
[-3.50293147],[4.84648583]
[-3.50246134],[4.84736629]
[-3.50199129],[4.84824679]
[-3.50152132],[4.84912733]
[-3.50105142],[4.8500079]
[-3.50058161],[4.8508885]
[-3.50011187],[4.85176914]
[-3.49964221],[4.85264982]
[-3.49917262],[4.85353054]
[-3.49870312],[4.85441129]
[-3.49823369],[4.85529207]
[-3.49776434],[4.85617289]
[-3.49729507],[4.85705375]
[-3.49682588],[4.85793465]
[-3.49635677],[4.85881558]
[-3.49588773],[4.85969654]
[-3.49541877],[4.86057754]
[-3.49494989],[4.86145858]
[-3.49448109],[4.86233965]
[-3.49401237],[4.86322076]
[-3.49354373],[4.86410191]
[-3.49307516],[4.86498309]
[-3.49260668],[4.8658643]
[-3.49213827],[4.86674556]
[-3.49166994],[4.86762684]
[-3.49120169],[4.86850817]
[-3.49073352],[4.86938953]
[-3.49026543],[4.87027092]
[-3.48979741],[4.87115235]
[-3.48932948],[4.87203382]
[-3.48886162],[4.87291532]
[-3.48839384],[4.87379686]
[-3.48792614],[4.87467843]
[-3.48745852],[4.87556004]
[-3.48699098],[4.87644168]
[-3.48652352],[4.87732336]
[-3.48605614],[4.87820508]
[-3.48558884],[4.87908683]
[-3.48512161],[4.87996862]
[-3.48465447],[4.88085044]
[-3.48418741],[4.88173229]
[-3.48372042],[4.88261419]
[-3.48325351],[4.88349612]
[-3.48278669],[4.88437808]
[-3.48231994],[4.88526008]
[-3.48185327],[4.88614211]
[-3.48138668],[4.88702418]
[-3.48092018],[4.88790629]
[-3.48045375],[4.88878843]
[-3.4799874],[4.8896706]
[-3.47952113],[4.89055282]
[-3.47905494],[4.89143506]
[-3.47858883],[4.89231734]
[-3.4781228],[4.89319966]
[-3.47765685],[4.89408201]
[-3.47719098],[4.8949644]
[-3.47672519],[4.89584682]
[-3.47625948],[4.89672928]
[-3.47579385],[4.89761177]
[-3.4753283],[4.8984943]
[-3.47486283],[4.89937686]
[-3.47439744],[4.90025946]
[-3.47393213],[4.9011421]
[-3.4734669],[4.90202476]
[-3.47300175],[4.90290747]
[-3.47253669],[4.90379021]
[-3.4720717],[4.90467298]
[-3.47160679],[4.90555579]
[-3.47114197],[4.90643863]
[-3.47067722],[4.90732151]
[-3.47021256],[4.90820442]
[-3.46974797],[4.90908737]
[-3.46928347],[4.90997035]
[-3.46881905],[4.91085337]
[-3.46835471],[4.91173642]
[-3.46789044],[4.91261951]
[-3.46742626],[4.91350264]
[-3.46696217],[4.91438579]
[-3.46649815],[4.91526898]
[-3.46603421],[4.91615221]
[-3.46557036],[4.91703547]
[-3.46510658],[4.91791877]
[-3.46464289],[4.9188021]
[-3.46417928],[4.91968547]
[-3.46371575],[4.92056887]
[-3.4632523],[4.9214523]
[-3.46278893],[4.92233577]
[-3.46232565],[4.92321928]
[-3.46186244],[4.92410282]
[-3.46139932],[4.92498639]
[-3.46093628],[4.92587]
[-3.46047332],[4.92675364]
[-3.46001044],[4.92763732]
[-3.45954765],[4.92852103]
[-3.45908493],[4.92940478]
[-3.4586223],[4.93028856]
[-3.45815975],[4.93117237]
[-3.45769728],[4.93205622]
[-3.4572349],[4.93294011]
[-3.45677259],[4.93382402]
[-3.45631037],[4.93470798]
[-3.45584823],[4.93559196]
[-3.45538618],[4.93647599]
[-3.4549242],[4.93736004]
[-3.45446231],[4.93824413]
[-3.4540005],[4.93912826]
[-3.45353877],[4.94001241]
[-3.45307713],[4.94089661]
[-3.45261557],[4.94178083]
[-3.45215409],[4.94266509]
[-3.45169269],[4.94354939]
[-3.45123138],[4.94443372]
[-3.45077015],[4.94531808]
[-3.450309],[4.94620248]
[-3.44984794],[4.94708691]
[-3.44938696],[4.94797138]
[-3.44892606],[4.94885588]
[-3.44846524],[4.94974041]
