-4.0,4.0
[-2.28111391],[4.28790889]
[-2.28016783],[4.28823526]
[-2.27922181],[4.28856181]
[-2.27827585],[4.28888855]
[-2.27732996],[4.28921546]
[-2.27638413],[4.28954255]
[-2.27543836],[4.28986982]
[-2.27449266],[4.29019727]
[-2.27354702],[4.2905249]
[-2.27260144],[4.29085271]
[-2.27165593],[4.29118069]
[-2.27071048],[4.29150886]
[-2.26976509],[4.29183721]
[-2.26881977],[4.29216574]
[-2.26787451],[4.29249444]
[-2.26692932],[4.29282333]
[-2.26598419],[4.29315239]
[-2.26503912],[4.29348164]
[-2.26409411],[4.29381106]
[-2.26314917],[4.29414067]
[-2.2622043],[4.29447045]
[-2.26125948],[4.29480041]
[-2.26031473],[4.29513055]
[-2.25937005],[4.29546088]
[-2.25842543],[4.29579138]
[-2.25748087],[4.29612206]
[-2.25653638],[4.29645291]
[-2.25559195],[4.29678395]
[-2.25464759],[4.29711517]
[-2.25370329],[4.29744657]
[-2.25275905],[4.29777814]
[-2.25181488],[4.2981099]
[-2.25087077],[4.29844183]
[-2.24992673],[4.29877395]
[-2.24898275],[4.29910624]
[-2.24803883],[4.29943871]
[-2.24709498],[4.29977137]
[-2.2461512],[4.3001042]
[-2.24520748],[4.30043721]
[-2.24426382],[4.3007704]
[-2.24332023],[4.30110376]
[-2.2423767],[4.30143731]
[-2.24143324],[4.30177104]
[-2.24048984],[4.30210494]
[-2.23954651],[4.30243903]
[-2.23860324],[4.30277329]
[-2.23766004],[4.30310773]
[-2.2367169],[4.30344236]
[-2.23577383],[4.30377716]
[-2.23483082],[4.30411214]
[-2.23388788],[4.3044473]
[-2.232945],[4.30478263]
[-2.23200218],[4.30511815]
[-2.23105944],[4.30545385]
[-2.23011675],[4.30578972]
[-2.22917414],[4.30612578]
[-2.22823158],[4.30646201]
[-2.22728909],[4.30679842]
[-2.22634667],[4.30713501]
[-2.22540432],[4.30747178]
[-2.22446202],[4.30780873]
[-2.2235198],[4.30814586]
[-2.22257764],[4.30848316]
[-2.22163554],[4.30882065]
[-2.22069351],[4.30915831]
[-2.21975155],[4.30949615]
[-2.21880965],[4.30983417]
[-2.21786782],[4.31017237]
[-2.21692605],[4.31051075]
[-2.21598435],[4.31084931]
[-2.21504272],[4.31118805]
[-2.21410115],[4.31152696]
[-2.21315964],[4.31186606]
[-2.2122182],[4.31220533]
[-2.21127683],[4.31254478]
[-2.21033553],[4.31288441]
[-2.20939429],[4.31322422]
[-2.20845311],[4.31356421]
[-2.207512],[4.31390438]
[-2.20657096],[4.31424472]
[-2.20562999],[4.31458524]
[-2.20468908],[4.31492595]
[-2.20374824],[4.31526683]
[-2.20280746],[4.31560789]
[-2.20186675],[4.31594912]
[-2.2009261],[4.31629054]
[-2.19998553],[4.31663214]
[-2.19904501],[4.31697391]
[-2.19810457],[4.31731586]
[-2.19716419],[4.31765799]
[-2.19622388],[4.3180003]
[-2.19528363],[4.31834279]
[-2.19434346],[4.31868545]
[-2.19340334],[4.3190283]
[-2.1924633],[4.31937132]
[-2.19152332],[4.31971452]
[-2.19058341],[4.3200579]
[-2.18964356],[4.32040146]
[-2.18870379],[4.3207452]
[-2.18776407],[4.32108911]
[-2.18682443],[4.32143321]
[-2.18588485],[4.32177748]
[-2.18494534],[4.32212193]
[-2.1840059],[4.32246656]
[-2.18306652],[4.32281136]
[-2.18212722],[4.32315635]
[-2.18118797],[4.32350151]
[-2.1802488],[4.32384685]
[-2.17930969],[4.32419237]
[-2.17837065],[4.32453807]
[-2.17743168],[4.32488395]
[-2.17649277],[4.32523]
[-2.17555394],[4.32557623]
[-2.17461517],[4.32592265]
[-2.17367646],[4.32626924]
[-2.17273783],[4.326616]
[-2.17179926],[4.32696295]
[-2.17086076],[4.32731007]
[-2.16992233],[4.32765737]
[-2.16898396],[4.32800485]
[-2.16804567],[4.32835251]
[-2.16710744],[4.32870035]
[-2.16616928],[4.32904836]
[-2.16523118],[4.32939655]
[-2.16429316],[4.32974492]
[-2.1633552],[4.33009347]
[-2.16241731],[4.3304422]
[-2.16147949],[4.3307911]
[-2.16054173],[4.33114019]
[-2.15960405],[4.33148945]
[-2.15866643],[4.33183888]
[-2.15772888],[4.3321885]
[-2.1567914],[4.3325383]
[-2.15585399],[4.33288827]
[-2.15491664],[4.33323842]
[-2.15397937],[4.33358875]
[-2.15304216],[4.33393925]
[-2.15210502],[4.33428993]
[-2.15116795],[4.3346408]
[-2.15023095],[4.33499184]
[-2.14929401],[4.33534305]
[-2.14835715],[4.33569445]
[-2.14742035],[4.33604602]
[-2.14648362],[4.33639777]
[-2.14554696],[4.3367497]
[-2.14461037],[4.33710181]
[-2.14367385],[4.33745409]
[-2.1427374],[4.33780655]
[-2.14180101],[4.33815919]
[-2.1408647],[4.33851201]
[-2.13992845],[4.338865]
[-2.13899227],[4.33921818]
[-2.13805617],[4.33957153]
[-2.13712013],[4.33992506]
[-2.13618416],[4.34027876]
[-2.13524826],[4.34063264]
[-2.13431242],[4.3409867]
[-2.13337666],[4.34134094]
[-2.13244097],[4.34169536]
[-2.13150534],[4.34204995]
[-2.13056979],[4.34240472]
[-2.1296343],[4.34275967]
[-2.12869889],[4.3431148]
[-2.12776354],[4.3434701]
[-2.12682826],[4.34382558]
[-2.12589305],[4.34418124]
[-2.12495792],[4.34453708]
[-2.12402285],[4.34489309]
[-2.12308785],[4.34524928]
[-2.12215292],[4.34560565]
[-2.12121806],[4.3459622]
[-2.12028327],[4.34631892]
[-2.11934855],[4.34667582]
[-2.1184139],[4.3470329]
[-2.11747932],[4.34739016]
[-2.11654481],[4.34774759]
[-2.11561037],[4.3481052]
[-2.114676],[4.34846299]
[-2.1137417],[4.34882095]
[-2.11280747],[4.34917909]
[-2.11187331],[4.34953741]
[-2.11093922],[4.34989591]
[-2.1100052],[4.35025458]
[-2.10907126],[4.35061344]
[-2.10813738],[4.35097246]
[-2.10720357],[4.35133167]
[-2.10626983],[4.35169105]
[-2.10533616],[4.35205061]
[-2.10440257],[4.35241035]
[-2.10346904],[4.35277026]
[-2.10253558],[4.35313036]
[-2.1016022],[4.35349062]
[-2.10066888],[4.35385107]
[-2.09973564],[4.35421169]
[-2.09880247],[4.35457249]
[-2.09786936],[4.35493347]
[-2.09693633],[4.35529462]
[-2.09600337],[4.35565596]
[-2.09507048],[4.35601746]
[-2.09413766],[4.35637915]
[-2.09320491],[4.35674101]
[-2.09227224],[4.35710305]
[-2.09133963],[4.35746527]
[-2.0904071],[4.35782766]
[-2.08947463],[4.35819023]
[-2.08854224],[4.35855298]
[-2.08760992],[4.3589159]
[-2.08667767],[4.359279]
[-2.08574549],[4.35964228]
[-2.08481338],[4.36000573]
[-2.08388135],[4.36036936]
[-2.08294938],[4.36073317]
[-2.08201749],[4.36109716]
[-2.08108567],[4.36146132]
[-2.08015392],[4.36182566]
[-2.07922224],[4.36219017]
[-2.07829063],[4.36255487]
[-2.0773591],[4.36291974]
[-2.07642763],[4.36328478]
[-2.07549624],[4.36365]
[-2.07456492],[4.3640154]
[-2.07363367],[4.36438098]
[-2.0727025],[4.36474673]
[-2.07177139],[4.36511266]
[-2.07084036],[4.36547877]
[-2.0699094],[4.36584505]
[-2.06897851],[4.36621151]
[-2.06804769],[4.36657814]
[-2.06711695],[4.36694496]
[-2.06618628],[4.36731195]
[-2.06525568],[4.36767911]
[-2.06432515],[4.36804645]
[-2.06339469],[4.36841397]
[-2.06246431],[4.36878167]
[-2.061534],[4.36914954]
[-2.06060376],[4.36951759]
[-2.0596736],[4.36988581]
[-2.0587435],[4.37025421]
[-2.05781348],[4.37062279]
[-2.05688354],[4.37099154]
[-2.05595366],[4.37136047]
[-2.05502386],[4.37172958]
[-2.05409413],[4.37209886]
[-2.05316447],[4.37246832]
[-2.05223489],[4.37283796]
[-2.05130538],[4.37320777]
[-2.05037594],[4.37357776]
[-2.04944657],[4.37394793]
[-2.04851728],[4.37431827]
[-2.04758806],[4.37468878]
[-2.04665891],[4.37505948]
[-2.04572984],[4.37543035]
[-2.04480084],[4.37580139]
[-2.04387191],[4.37617262]
[-2.04294306],[4.37654402]
[-2.04201428],[4.37691559]
[-2.04108557],[4.37728734]
[-2.04015694],[4.37765927]
[-2.03922837],[4.37803137]
[-2.03829989],[4.37840365]
[-2.03737147],[4.37877611]
[-2.03644313],[4.37914874]
[-2.03551487],[4.37952155]
[-2.03458667],[4.37989453]
[-2.03365856],[4.38026769]
[-2.03273051],[4.38064103]
[-2.03180254],[4.38101454]
[-2.03087464],[4.38138823]
[-2.02994682],[4.38176209]
[-2.02901906],[4.38213613]
[-2.02809139],[4.38251035]
[-2.02716379],[4.38288474]
[-2.02623626],[4.38325931]
[-2.0253088],[4.38363405]
[-2.02438142],[4.38400897]
[-2.02345412],[4.38438407]
[-2.02252688],[4.38475934]
[-2.02159973],[4.38513479]
[-2.02067264],[4.38551041]
[-2.01974563],[4.38588621]
[-2.0188187],[4.38626218]
[-2.01789184],[4.38663834]
[-2.01696505],[4.38701466]
[-2.01603834],[4.38739116]
[-2.0151117],[4.38776784]
[-2.01418514],[4.3881447]
[-2.01325865],[4.38852173]
[-2.01233224],[4.38889893]
[-2.0114059],[4.38927631]
[-2.01047964],[4.38965387]
[-2.00955345],[4.3900316]
[-2.00862733],[4.39040951]
[-2.00770129],[4.39078759]
[-2.00677533],[4.39116585]
[-2.00584944],[4.39154429]
[-2.00492363],[4.3919229]
[-2.00399789],[4.39230168]
[-2.00307222],[4.39268065]
[-2.00214663],[4.39305978]
[-2.00122112],[4.3934391]
[-2.00029568],[4.39381858]
[-1.99937032],[4.39419825]
[-1.99844503],[4.39457809]
[-1.99751982],[4.3949581]
[-1.99659468],[4.39533829]
[-1.99566962],[4.39571866]
[-1.99474463],[4.3960992]
[-1.99381972],[4.39647991]
[-1.99289488],[4.39686081]
[-1.99197012],[4.39724187]
[-1.99104544],[4.39762312]
[-1.99012083],[4.39800453]
[-1.9891963],[4.39838613]
[-1.98827184],[4.3987679]
[-1.98734746],[4.39914984]
[-1.98642315],[4.39953196]
[-1.98549892],[4.39991425]
[-1.98457477],[4.40029672]
[-1.98365069],[4.40067937]
[-1.98272669],[4.40106219]
[-1.98180277],[4.40144518]
[-1.98087892],[4.40182835]
[-1.97995514],[4.4022117]
[-1.97903145],[4.40259522]
[-1.97810783],[4.40297891]
[-1.97718428],[4.40336279]
[-1.97626082],[4.40374683]
[-1.97533743],[4.40413105]
[-1.97441411],[4.40451545]
[-1.97349087],[4.40490002]
[-1.97256771],[4.40528477]
[-1.97164463],[4.40566969]
[-1.97072162],[4.40605478]
[-1.96979868],[4.40644005]
[-1.96887583],[4.4068255]
[-1.96795305],[4.40721112]
[-1.96703035],[4.40759692]
[-1.96610773],[4.40798289]
[-1.96518518],[4.40836904]
[-1.96426271],[4.40875536]
[-1.96334031],[4.40914185]
[-1.962418],[4.40952852]
[-1.96149576],[4.40991537]
[-1.96057359],[4.41030239]
[-1.95965151],[4.41068958]
[-1.9587295],[4.41107695]
[-1.95780757],[4.4114645]
[-1.95688572],[4.41185222]
[-1.95596394],[4.41224011]
[-1.95504224],[4.41262818]
[-1.95412062],[4.41301643]
[-1.95319908],[4.41340484]
[-1.95227761],[4.41379344]
[-1.95135622],[4.4141822]
[-1.95043491],[4.41457115]
[-1.94951368],[4.41496026]
[-1.94859252],[4.41534956]
[-1.94767145],[4.41573902]
[-1.94675045],[4.41612866]
[-1.94582952],[4.41651848]
[-1.94490868],[4.41690847]
[-1.94398791],[4.41729863]
[-1.94306723],[4.41768897]
[-1.94214662],[4.41807949]
[-1.94122608],[4.41847017]
[-1.94030563],[4.41886104]
[-1.93938525],[4.41925207]
[-1.93846496],[4.41964328]
[-1.93754474],[4.42003467]
[-1.9366246],[4.42042623]
[-1.93570453],[4.42081796]
[-1.93478455],[4.42120987]
[-1.93386464],[4.42160196]
[-1.93294482],[4.42199421]
[-1.93202507],[4.42238665]
[-1.9311054],[4.42277925]
[-1.93018581],[4.42317203]
[-1.9292663],[4.42356499]
[-1.92834686],[4.42395812]
[-1.92742751],[4.42435142]
[-1.92650823],[4.4247449]
[-1.92558903],[4.42513855]
[-1.92466992],[4.42553238]
[-1.92375088],[4.42592638]
[-1.92283192],[4.42632055]
[-1.92191304],[4.4267149]
[-1.92099423],[4.42710942]
[-1.92007551],[4.42750412]
[-1.91915687],[4.42789899]
[-1.9182383],[4.42829403]
[-1.91731982],[4.42868925]
[-1.91640141],[4.42908464]
[-1.91548309],[4.42948021]
[-1.91456484],[4.42987595]
[-1.91364667],[4.43027187]
[-1.91272858],[4.43066796]
[-1.91181058],[4.43106422]
[-1.91089265],[4.43146065]
[-1.9099748],[4.43185727]
[-1.90905703],[4.43225405]
[-1.90813934],[4.43265101]
[-1.90722173],[4.43304814]
[-1.9063042],[4.43344545]
[-1.90538675],[4.43384293]
[-1.90446938],[4.43424058]
[-1.90355209],[4.43463841]
[-1.90263488],[4.43503641]
[-1.90171775],[4.43543458]
[-1.9008007],[4.43583293]
[-1.89988373],[4.43623146]
[-1.89896685],[4.43663015]
[-1.89805004],[4.43702902]
[-1.89713331],[4.43742806]
[-1.89621666],[4.43782728]
[-1.89530009],[4.43822667]
[-1.89438361],[4.43862624]
[-1.8934672],[4.43902598]
[-1.89255088],[4.43942589]
[-1.89163463],[4.43982597]
[-1.89071847],[4.44022623]
[-1.88980238],[4.44062666]
[-1.88888638],[4.44102727]
[-1.88797046],[4.44142805]
[-1.88705462],[4.441829]
[-1.88613886],[4.44223013]
[-1.88522318],[4.44263143]
[-1.88430758],[4.4430329]
[-1.88339206],[4.44343455]
[-1.88247663],[4.44383637]
[-1.88156127],[4.44423836]
[-1.880646],[4.44464053]
[-1.87973081],[4.44504287]
[-1.8788157],[4.44544538]
[-1.87790067],[4.44584807]
[-1.87698572],[4.44625093]
[-1.87607086],[4.44665396]
[-1.87515607],[4.44705717]
[-1.87424137],[4.44746055]
[-1.87332675],[4.4478641]
[-1.87241221],[4.44826782]
[-1.87149775],[4.44867172]
[-1.87058337],[4.4490758]
[-1.86966908],[4.44948004]
[-1.86875486],[4.44988446]
[-1.86784073],[4.45028905]
[-1.86692668],[4.45069382]
[-1.86601272],[4.45109876]
[-1.86509883],[4.45150387]
[-1.86418503],[4.45190915]
[-1.86327131],[4.45231461]
[-1.86235767],[4.45272024]
[-1.86144412],[4.45312604]
[-1.86053064],[4.45353202]
[-1.85961725],[4.45393817]
[-1.85870394],[4.45434449]
[-1.85779072],[4.45475098]
[-1.85687757],[4.45515765]
[-1.85596451],[4.45556449]
[-1.85505153],[4.4559715]
[-1.85413864],[4.45637869]
[-1.85322583],[4.45678605]
[-1.8523131],[4.45719358]
[-1.85140045],[4.45760128]
[-1.85048788],[4.45800916]
[-1.8495754],[4.45841721]
[-1.848663],[4.45882543]
[-1.84775069],[4.45923383]
[-1.84683846],[4.4596424]
[-1.84592631],[4.46005114]
[-1.84501424],[4.46046005]
[-1.84410226],[4.46086914]
[-1.84319036],[4.4612784]
[-1.84227854],[4.46168783]
[-1.84136681],[4.46209743]
[-1.84045516],[4.46250721]
[-1.83954359],[4.46291716]
[-1.83863211],[4.46332728]
[-1.83772071],[4.46373757]
[-1.8368094],[4.46414804]
[-1.83589816],[4.46455868]
[-1.83498702],[4.46496949]
[-1.83407595],[4.46538047]
[-1.83316497],[4.46579163]
[-1.83225408],[4.46620296]
[-1.83134326],[4.46661446]
[-1.83043254],[4.46702613]
[-1.82952189],[4.46743798]
[-1.82861133],[4.46785]
[-1.82770086],[4.46826219]
[-1.82679047],[4.46867455]
[-1.82588016],[4.46908709]
[-1.82496994],[4.46949979]
[-1.8240598],[4.46991267]
[-1.82314974],[4.47032572]
[-1.82223977],[4.47073895]
[-1.82132989],[4.47115234]
[-1.82042009],[4.47156591]
[-1.81951037],[4.47197965]
[-1.81860074],[4.47239356]
[-1.81769119],[4.47280765]
[-1.81678173],[4.4732219]
[-1.81587235],[4.47363633]
[-1.81496306],[4.47405093]
[-1.81405386],[4.47446571]
[-1.81314473],[4.47488065]
[-1.8122357],[4.47529577]
[-1.81132675],[4.47571105]
[-1.81041788],[4.47612651]
[-1.8095091],[4.47654215]
[-1.8086004],[4.47695795]
[-1.80769179],[4.47737393]
[-1.80678327],[4.47779007]
[-1.80587483],[4.47820639]
[-1.80496647],[4.47862289]
[-1.8040582],[4.47903955]
[-1.80315002],[4.47945638]
[-1.80224192],[4.47987339]
[-1.80133391],[4.48029057]
[-1.80042598],[4.48070792]
[-1.79951814],[4.48112544]
[-1.79861039],[4.48154313]
[-1.79770272],[4.481961]
[-1.79679514],[4.48237904]
[-1.79588764],[4.48279724]
[-1.79498023],[4.48321562]
[-1.7940729],[4.48363418]
[-1.79316567],[4.4840529]
[-1.79225851],[4.48447179]
[-1.79135145],[4.48489086]
[-1.79044447],[4.4853101]
[-1.78953758],[4.48572951]
[-1.78863077],[4.48614909]
[-1.78772405],[4.48656884]
[-1.78681742],[4.48698876]
[-1.78591087],[4.48740886]
[-1.78500441],[4.48782913]
[-1.78409804],[4.48824956]
[-1.78319175],[4.48867017]
[-1.78228555],[4.48909095]
[-1.78137944],[4.4895119]
[-1.78047341],[4.48993303]
[-1.77956747],[4.49035432]
[-1.77866162],[4.49077579]
[-1.77775586],[4.49119742]
[-1.77685018],[4.49161923]
[-1.77594459],[4.49204121]
[-1.77503909],[4.49246336]
[-1.77413367],[4.49288568]
[-1.77322834],[4.49330817]
[-1.7723231],[4.49373084]
[-1.77141795],[4.49415367]
[-1.77051288],[4.49457668]
[-1.7696079],[4.49499985]
[-1.76870301],[4.4954232]
[-1.76779821],[4.49584672]
[-1.7668935],[4.49627041]
[-1.76598887],[4.49669427]
[-1.76508433],[4.4971183]
[-1.76417988],[4.4975425]
[-1.76327552],[4.49796688]
[-1.76237124],[4.49839142]
[-1.76146705],[4.49881614]
[-1.76056296],[4.49924102]
[-1.75965895],[4.49966608]
[-1.75875502],[4.50009131]
[-1.75785119],[4.50051671]
[-1.75694744],[4.50094227]
[-1.75604379],[4.50136801]
[-1.75514022],[4.50179392]
[-1.75423674],[4.50222001]
[-1.75333335],[4.50264626]
[-1.75243005],[4.50307268]
[-1.75152683],[4.50349927]
[-1.75062371],[4.50392604]
[-1.74972067],[4.50435297]
[-1.74881772],[4.50478007]
[-1.74791487],[4.50520735]
[-1.7470121],[4.5056348]
[-1.74610942],[4.50606241]
[-1.74520683],[4.5064902]
[-1.74430433],[4.50691816]
[-1.74340191],[4.50734628]
[-1.74249959],[4.50777458]
[-1.74159736],[4.50820305]
[-1.74069521],[4.50863169]
[-1.73979316],[4.5090605]
[-1.73889119],[4.50948948]
[-1.73798932],[4.50991863]
[-1.73708753],[4.51034795]
[-1.73618584],[4.51077744]
[-1.73528423],[4.5112071]
[-1.73438271],[4.51163693]
[-1.73348129],[4.51206693]
[-1.73257995],[4.5124971]
[-1.7316787],[4.51292744]
[-1.73077755],[4.51335795]
[-1.72987648],[4.51378863]
[-1.72897551],[4.51421949]
[-1.72807462],[4.51465051]
[-1.72717383],[4.5150817]
[-1.72627312],[4.51551306]
[-1.72537251],[4.51594459]
[-1.72447198],[4.51637629]
[-1.72357155],[4.51680817]
[-1.72267121],[4.51724021]
[-1.72177096],[4.51767242]
[-1.72087079],[4.5181048]
[-1.71997072],[4.51853735]
[-1.71907074],[4.51897007]
[-1.71817086],[4.51940296]
[-1.71727106],[4.51983602]
[-1.71637135],[4.52026925]
[-1.71547174],[4.52070265]
[-1.71457221],[4.52113622]
[-1.71367278],[4.52156996]
[-1.71277344],[4.52200387]
[-1.71187419],[4.52243795]
[-1.71097503],[4.5228722]
[-1.71007596],[4.52330662]
[-1.70917698],[4.52374121]
[-1.7082781],[4.52417596]
[-1.70737931],[4.52461089]
[-1.70648061],[4.52504599]
[-1.705582],[4.52548125]
[-1.70468348],[4.52591669]
[-1.70378506],[4.52635229]
[-1.70288672],[4.52678807]
[-1.70198848],[4.52722401]
[-1.70109033],[4.52766013]
[-1.70019227],[4.52809641]
[-1.69929431],[4.52853286]
[-1.69839644],[4.52896948]
[-1.69749866],[4.52940627]
[-1.69660097],[4.52984323]
[-1.69570337],[4.53028036]
[-1.69480587],[4.53071766]
[-1.69390846],[4.53115513]
[-1.69301114],[4.53159276]
[-1.69211392],[4.53203057]
[-1.69121679],[4.53246855]
[-1.69031975],[4.53290669]
[-1.6894228],[4.533345]
[-1.68852595],[4.53378349]
[-1.68762919],[4.53422214]
[-1.68673252],[4.53466096]
[-1.68583594],[4.53509995]
[-1.68493946],[4.53553911]
[-1.68404308],[4.53597843]
[-1.68314678],[4.53641793]
[-1.68225058],[4.5368576]
[-1.68135447],[4.53729743]
[-1.68045846],[4.53773743]
[-1.67956254],[4.5381776]
[-1.67866671],[4.53861795]
[-1.67777098],[4.53905845]
[-1.67687534],[4.53949913]
[-1.67597979],[4.53993998]
[-1.67508434],[4.540381]
[-1.67418899],[4.54082218]
[-1.67329372],[4.54126353]
[-1.67239855],[4.54170506]
[-1.67150348],[4.54214675]
[-1.6706085],[4.54258861]
[-1.66971361],[4.54303063]
[-1.66881882],[4.54347283]
[-1.66792412],[4.54391519]
[-1.66702952],[4.54435773]
[-1.66613501],[4.54480043]
[-1.66524059],[4.5452433]
[-1.66434628],[4.54568634]
[-1.66345205],[4.54612955]
[-1.66255792],[4.54657292]
[-1.66166389],[4.54701647]
[-1.66076995],[4.54746018]
[-1.6598761],[4.54790406]
[-1.65898235],[4.54834811]
[-1.6580887],[4.54879232]
[-1.65719514],[4.54923671]
[-1.65630167],[4.54968126]
[-1.6554083],[4.55012598]
[-1.65451503],[4.55057087]
[-1.65362185],[4.55101593]
[-1.65272877],[4.55146116]
[-1.65183578],[4.55190655]
[-1.65094289],[4.55235212]
[-1.6500501],[4.55279785]
[-1.6491574],[4.55324375]
[-1.64826479],[4.55368981]
[-1.64737229],[4.55413605]
[-1.64647988],[4.55458245]
[-1.64558756],[4.55502902]
[-1.64469534],[4.55547576]
[-1.64380322],[4.55592266]
[-1.64291119],[4.55636974]
[-1.64201926],[4.55681698]
[-1.64112743],[4.55726439]
[-1.64023569],[4.55771197]
[-1.63934405],[4.55815971]
[-1.6384525],[4.55860763]
[-1.63756105],[4.55905571]
[-1.6366697],[4.55950396]
[-1.63577845],[4.55995237]
[-1.63488729],[4.56040096]
[-1.63399623],[4.56084971]
[-1.63310527],[4.56129863]
[-1.6322144],[4.56174771]
[-1.63132363],[4.56219697]
[-1.63043296],[4.56264639]
[-1.62954239],[4.56309598]
[-1.62865191],[4.56354573]
[-1.62776153],[4.56399566]
[-1.62687125],[4.56444575]
[-1.62598106],[4.56489601]
[-1.62509098],[4.56534643]
[-1.62420099],[4.56579703]
[-1.6233111],[4.56624779]
[-1.6224213],[4.56669872]
[-1.62153161],[4.56714981]
[-1.62064201],[4.56760107]
[-1.61975251],[4.5680525]
[-1.61886311],[4.5685041]
[-1.6179738],[4.56895586]
[-1.6170846],[4.56940779]
[-1.61619549],[4.56985989]
[-1.61530648],[4.57031216]
[-1.61441757],[4.57076459]
[-1.61352876],[4.57121719]
[-1.61264005],[4.57166996]
[-1.61175144],[4.57212289]
[-1.61086292],[4.57257599]
[-1.60997451],[4.57302926]
[-1.60908619],[4.57348269]
[-1.60819797],[4.57393629]
[-1.60730985],[4.57439006]
[-1.60642183],[4.574844]
[-1.60553391],[4.5752981]
[-1.60464609],[4.57575237]
[-1.60375837],[4.5762068]
[-1.60287074],[4.5766614]
[-1.60198322],[4.57711617]
[-1.6010958],[4.57757111]
[-1.60020847],[4.57802621]
[-1.59932125],[4.57848147]
[-1.59843412],[4.57893691]
[-1.5975471],[4.57939251]
[-1.59666017],[4.57984828]
[-1.59577335],[4.58030421]
[-1.59488662],[4.58076031]
[-1.594],[4.58121658]
[-1.59311347],[4.58167302]
[-1.59222705],[4.58212962]
[-1.59134073],[4.58258638]
[-1.5904545],[4.58304331]
[-1.58956838],[4.58350041]
[-1.58868236],[4.58395768]
[-1.58779644],[4.58441511]
[-1.58691061],[4.58487271]
[-1.58602489],[4.58533047]
[-1.58513928],[4.5857884]
[-1.58425376],[4.5862465]
[-1.58336834],[4.58670476]
[-1.58248302],[4.58716319]
[-1.58159781],[4.58762179]
[-1.58071269],[4.58808055]
[-1.57982768],[4.58853947]
[-1.57894277],[4.58899857]
[-1.57805796],[4.58945782]
[-1.57717325],[4.58991725]
[-1.57628865],[4.59037684]
[-1.57540414],[4.5908366]
[-1.57451974],[4.59129652]
[-1.57363544],[4.59175661]
[-1.57275124],[4.59221686]
[-1.57186714],[4.59267728]
[-1.57098315],[4.59313787]
[-1.57009925],[4.59359862]
[-1.56921546],[4.59405953]
[-1.56833177],[4.59452062]
[-1.56744819],[4.59498186]
[-1.5665647],[4.59544328]
[-1.56568132],[4.59590486]
[-1.56479804],[4.5963666]
[-1.56391487],[4.59682851]
[-1.56303179],[4.59729059]
[-1.56214882],[4.59775283]
[-1.56126596],[4.59821524]
[-1.56038319],[4.59867781]
[-1.55950053],[4.59914054]
[-1.55861797],[4.59960345]
[-1.55773552],[4.60006652]
[-1.55685316],[4.60052975]
[-1.55597092],[4.60099315]
[-1.55508877],[4.60145671]
[-1.55420673],[4.60192044]
[-1.55332479],[4.60238433]
[-1.55244296],[4.60284839]
[-1.55156123],[4.60331262]
[-1.5506796],[4.60377701]
[-1.54979808],[4.60424156]
[-1.54891666],[4.60470628]
[-1.54803534],[4.60517117]
[-1.54715413],[4.60563622]
[-1.54627303],[4.60610143]
[-1.54539203],[4.60656681]
[-1.54451113],[4.60703236]
[-1.54363033],[4.60749806]
[-1.54274965],[4.60796394]
[-1.54186906],[4.60842998]
[-1.54098858],[4.60889618]
[-1.54010821],[4.60936255]
[-1.53922794],[4.60982908]
[-1.53834777],[4.61029578]
[-1.53746771],[4.61076264]
[-1.53658776],[4.61122967]
[-1.53570791],[4.61169686]
[-1.53482817],[4.61216422]
[-1.53394853],[4.61263174]
[-1.53306899],[4.61309942]
[-1.53218957],[4.61356727]
[-1.53131024],[4.61403529]
[-1.53043103],[4.61450347]
[-1.52955192],[4.61497181]
[-1.52867291],[4.61544032]
[-1.52779401],[4.61590899]
[-1.52691522],[4.61637782]
[-1.52603653],[4.61684683]
[-1.52515795],[4.61731599]
[-1.52427948],[4.61778532]
[-1.52340111],[4.61825481]
[-1.52252284],[4.61872447]
[-1.52164469],[4.61919429]
[-1.52076664],[4.61966427]
[-1.5198887],[4.62013442]
[-1.51901086],[4.62060474]
[-1.51813313],[4.62107521]
[-1.51725551],[4.62154586]
[-1.516378],[4.62201666]
[-1.51550059],[4.62248763]
[-1.51462329],[4.62295876]
[-1.51374609],[4.62343006]
[-1.51286901],[4.62390152]
[-1.51199203],[4.62437315]
[-1.51111516],[4.62484493]
[-1.51023839],[4.62531689]
[-1.50936173],[4.625789]
[-1.50848519],[4.62626128]
[-1.50760874],[4.62673372]
[-1.50673241],[4.62720633]
[-1.50585619],[4.6276791]
[-1.50498007],[4.62815204]
[-1.50410406],[4.62862513]
[-1.50322816],[4.62909839]
[-1.50235237],[4.62957182]
[-1.50147668],[4.6300454]
[-1.50060111],[4.63051916]
[-1.49972564],[4.63099307]
[-1.49885028],[4.63146715]
[-1.49797503],[4.63194139]
[-1.49709989],[4.63241579]
[-1.49622486],[4.63289036]
[-1.49534994],[4.63336509]
[-1.49447512],[4.63383999]
[-1.49360042],[4.63431504]
[-1.49272582],[4.63479026]
[-1.49185134],[4.63526565]
[-1.49097696],[4.63574119]
[-1.49010269],[4.6362169]
[-1.48922853],[4.63669277]
[-1.48835448],[4.63716881]
[-1.48748055],[4.63764501]
[-1.48660672],[4.63812137]
[-1.485733],[4.63859789]
[-1.48485939],[4.63907458]
[-1.48398589],[4.63955143]
[-1.4831125],[4.64002844]
